gene,expression,patient,sample,oncoGene
G54,8.501795891101688,healthy,S4,FALSE
G99,9.502859008864306,healthy,S4,FALSE
G55,6.824305571749446,healthy,S4,FALSE
G59,9.462032464107256,healthy,S4,FALSE
G86,7.721520938508218,healthy,S4,FALSE
G1,6.52072595358372,healthy,S4,FALSE
G52,8.26231356015026,healthy,S4,FALSE
G12,7.188236837963063,healthy,S4,FALSE
G105,8.400439551758893,healthy,S4,FALSE
G73,6.961560430358255,healthy,S4,FALSE
G29,6.986976937382164,healthy,S4,FALSE
G76,9.206353078497356,healthy,S4,FALSE
G85,7.338029651716424,healthy,S4,FALSE
G21,7.365446587889077,healthy,S4,FALSE
G23,9.432262652510445,healthy,S4,TRUE
G13,6.261602218949067,healthy,S4,FALSE
G4,8.2629963387322,healthy,S4,FALSE
G90,7.9045120054460005,healthy,S4,TRUE
G82,10.015781481655223,healthy,S4,FALSE
G30,7.0851987866765,healthy,S66,TRUE
G40,7.970094629830799,healthy,S66,FALSE
G71,7.361485034029014,healthy,S66,TRUE
G28,8.603531517125354,healthy,S66,FALSE
G108,8.317118661949248,healthy,S66,FALSE
G97,6.618613955549028,healthy,S66,FALSE
G5,6.7697724125051915,healthy,S66,FALSE
G66,7.268298051283848,healthy,S66,FALSE
G88,9.11838428892722,healthy,S66,FALSE
G6,8.220878710992709,healthy,S66,FALSE
G107,6.965763210822748,healthy,S66,FALSE
G61,6.869901271468324,healthy,S66,FALSE
G80,9.679063388819547,healthy,S66,FALSE
G14,8.696338316192763,healthy,S66,FALSE
G63,7.805792279489974,healthy,S66,FALSE
G43,9.39013603978961,healthy,S66,TRUE
G41,6.80848160424753,healthy,S66,FALSE
G72,7.0641042575971955,healthy,S66,FALSE
G39,8.030815661521405,healthy,S66,FALSE
G37,7.795761923766058,healthy,S66,FALSE
G93,8.057512795886836,healthy,S66,FALSE
G33,9.089400451793477,healthy,S66,FALSE
G18,9.872611339806639,healthy,S66,FALSE
G114,7.414988547934837,healthy,S66,FALSE
G103,7.1379254715298055,healthy,S66,FALSE
G48,7.990975572178358,healthy,S66,FALSE
G110,7.634472590194943,healthy,S66,TRUE
G38,7.703312603053719,healthy,S66,FALSE
G68,6.108239445953063,healthy,S66,TRUE
G11,8.145169842945652,healthy,S66,FALSE
G84,6.8285575070330555,healthy,S66,FALSE
G106,7.706540784091504,healthy,S66,FALSE
G78,8.72603170207396,healthy,S66,FALSE
G16,7.706193642499684,healthy,S66,TRUE
G102,8.101024053506379,healthy,S66,FALSE
G65,7.018406856461917,healthy,S66,FALSE
G46,6.619941197364616,healthy,S66,FALSE
G94,6.6587317759349816,healthy,S66,FALSE
G69,5.8557157142469,healthy,S66,FALSE
G116,7.8070821095993645,healthy,S66,FALSE
G67,8.131800352732144,healthy,S66,FALSE
G87,7.659677779449533,healthy,S66,FALSE
G89,6.045691753273246,healthy,S66,FALSE
G42,8.68204527729951,healthy,S66,FALSE
G49,6.739753776054744,healthy,S66,FALSE
G34,8.221326785451438,healthy,S66,FALSE
G50,8.124098266216826,healthy,S66,FALSE
G8,8.031868830716073,healthy,S66,FALSE
G79,8.280480658880634,healthy,S66,TRUE
G112,10.049686966407071,healthy,S66,TRUE
G109,8.60663454782518,healthy,S66,TRUE
G92,10.32313174907047,healthy,S66,FALSE
G58,7.929726751978771,healthy,S66,FALSE
G7,6.8721701142286244,healthy,S66,TRUE
G101,8.125518779124079,healthy,S66,FALSE
G77,9.094461685946913,healthy,S66,FALSE
G31,7.341472600146847,healthy,S66,FALSE
G9,6.2050070732170814,healthy,S66,FALSE
G64,6.967589598829283,healthy,S66,FALSE
G35,9.53904429486745,healthy,S66,FALSE
G98,7.18808509006563,healthy,S66,FALSE
G113,8.418790149474173,healthy,S66,FALSE
G22,9.078529649911392,healthy,S66,FALSE
G25,8.875454094677371,healthy,S66,FALSE
G2,6.677499434330809,healthy,S66,FALSE
G32,8.791502327327695,healthy,S66,FALSE
G81,8.508178048090773,healthy,S66,FALSE
G15,8.76575728271502,healthy,S66,FALSE
G51,9.115815612715746,healthy,S66,FALSE
G44,7.536954098059683,healthy,S66,FALSE
G20,7.556718351145008,healthy,S66,FALSE
G95,7.236961872282066,healthy,S66,FALSE
G111,7.838921729451934,healthy,S66,TRUE
G62,8.15859207007709,healthy,S66,FALSE
G70,7.739099645540023,healthy,S66,FALSE
G24,8.095676901641754,healthy,S66,FALSE
G96,7.393445624540658,healthy,S66,FALSE
G56,10.025843745190556,healthy,S66,FALSE
G115,8.415631790265131,healthy,S66,FALSE
G36,9.246896754560213,healthy,S66,FALSE
G47,8.529056037513163,healthy,S66,FALSE
G17,8.38248314112417,healthy,S66,FALSE
G19,8.648165430840743,healthy,S66,TRUE
G57,7.793769193799074,healthy,S66,FALSE
G60,6.330334645113697,healthy,S66,FALSE
G26,6.52222392636504,healthy,S66,FALSE
G27,9.267091122055232,healthy,S66,FALSE
G91,8.780970609987918,healthy,S66,FALSE
G3,6.998554231710545,healthy,S66,FALSE
G75,7.638853024198448,healthy,S66,FALSE
G45,9.740973490605072,healthy,S66,FALSE
G104,6.867488355750555,healthy,S66,FALSE
G10,7.45315361966133,healthy,S66,FALSE
G83,8.575413851663352,healthy,S66,FALSE
G74,8.046628596216113,healthy,S66,FALSE
G53,8.379924812965784,healthy,S66,FALSE
G100,5.671213624769869,healthy,S66,FALSE
G54,8.890148254563414,healthy,S66,FALSE
G99,9.564761070054038,healthy,S66,FALSE
G55,8.760980515574541,healthy,S66,FALSE
G59,7.1966657726311265,healthy,S66,FALSE
G86,8.546910782302074,healthy,S66,FALSE
G1,7.190150626189623,healthy,S66,FALSE
G52,8.218006370515836,healthy,S66,FALSE
G12,9.98017254894335,healthy,S66,FALSE
G105,7.738737590071812,healthy,S66,FALSE
G73,8.628606149959687,healthy,S66,FALSE
G29,8.481164543744795,healthy,S66,FALSE
G76,7.861284590381331,healthy,S66,FALSE
G85,8.716094560365704,healthy,S66,FALSE
G21,7.092629838856889,healthy,S66,FALSE
G23,8.566687030379143,healthy,S66,TRUE
G13,6.791544871168103,healthy,S66,FALSE
G4,8.642268129421545,healthy,S66,FALSE
G90,6.612343012435217,healthy,S66,TRUE
G82,7.846947887520142,healthy,S66,FALSE
G30,9.925281433365335,cancer,S55,TRUE
G40,9.029541534375769,cancer,S55,FALSE
G71,9.139344256179978,cancer,S55,TRUE
G28,8.444197267225144,cancer,S55,FALSE
G108,8.911999211317523,cancer,S55,FALSE
G97,8.989215076306033,cancer,S55,FALSE
G5,7.751865697582979,cancer,S55,FALSE
G66,7.498771029132868,cancer,S55,FALSE
G88,9.772464384777344,cancer,S55,FALSE
G6,8.762951711950866,cancer,S55,FALSE
G107,8.448559836849073,cancer,S55,FALSE
G61,6.77858366681993,cancer,S55,FALSE
G80,7.0603072380839995,cancer,S55,FALSE
G14,7.396118904009002,cancer,S55,FALSE
G63,8.836588593692765,cancer,S55,FALSE
G43,11.949683377320353,cancer,S55,TRUE
G41,7.248889284948118,cancer,S55,FALSE
G72,7.140063755237115,cancer,S55,FALSE
G39,8.770220934084996,cancer,S55,FALSE
G37,8.51024858545898,cancer,S55,FALSE
G93,6.831499730298975,cancer,S55,FALSE
G33,8.355345287402592,cancer,S55,FALSE
G18,7.947147138257444,cancer,S55,FALSE
G114,6.54738463684293,cancer,S55,FALSE
G103,8.527137709978325,cancer,S55,FALSE
G48,9.784866479670198,cancer,S55,FALSE
G110,11.1525038797915,cancer,S55,TRUE
G38,6.644839470929199,cancer,S55,FALSE
G68,10.038121114626664,cancer,S55,TRUE
G11,7.004707146739091,cancer,S55,FALSE
G84,7.856627529783396,cancer,S55,FALSE
G106,8.100693315871615,cancer,S55,FALSE
G78,7.228819207932001,cancer,S55,FALSE
G16,10.903845898162215,cancer,S55,TRUE
G102,7.92436863580263,cancer,S55,FALSE
G65,8.008141942989445,cancer,S55,FALSE
G46,6.5316141773337515,cancer,S55,FALSE
G94,6.57313962523013,cancer,S55,FALSE
G69,8.13090121022128,cancer,S55,FALSE
G116,6.894055940782533,cancer,S55,FALSE
G67,7.6920815209256945,cancer,S55,FALSE
G87,7.728983822401639,cancer,S55,FALSE
G89,6.744248605734789,cancer,S55,FALSE
G42,8.178856692102059,cancer,S55,FALSE
G49,8.541634142837754,cancer,S55,FALSE
G34,8.867552895090176,cancer,S55,FALSE
G50,9.52554465701358,cancer,S55,FALSE
G8,7.169911636548953,cancer,S55,FALSE
G79,10.149683376560555,cancer,S55,TRUE
G112,10.169435193343768,cancer,S55,TRUE
G109,8.996750855660416,cancer,S55,TRUE
G92,8.137919845327778,cancer,S55,FALSE
G58,8.034678630461299,cancer,S55,FALSE
G7,11.096023609236035,cancer,S55,TRUE
G101,7.298211859309761,cancer,S55,FALSE
G77,7.988564386006018,cancer,S55,FALSE
G31,9.386828773740216,cancer,S55,FALSE
G9,7.711781699035545,cancer,S55,FALSE
G64,8.513251141857582,cancer,S55,FALSE
G35,9.14637432295847,cancer,S55,FALSE
G98,8.99592618699852,cancer,S55,FALSE
G113,9.054127199151688,cancer,S55,FALSE
G22,9.896113834557383,cancer,S55,FALSE
G25,7.063106312914848,cancer,S55,FALSE
G2,9.09556924895655,cancer,S55,FALSE
G32,7.949399713619044,cancer,S55,FALSE
G81,9.72297878841776,cancer,S55,FALSE
G15,8.502497027107346,cancer,S55,FALSE
G51,8.59135896862296,cancer,S55,FALSE
G44,5.805954868970327,cancer,S55,FALSE
G20,8.535845705973308,cancer,S55,FALSE
G95,9.4943803467713,cancer,S55,FALSE
G111,7.6470410389762655,cancer,S55,TRUE
G62,7.946271831634576,cancer,S55,FALSE
G70,8.556326608230112,cancer,S55,FALSE
G24,6.836563538817034,cancer,S55,FALSE
G96,9.890918279119889,cancer,S55,FALSE
G56,9.698914990706577,cancer,S55,FALSE
G115,7.898581399700351,cancer,S55,FALSE
G36,8.375877468042768,cancer,S55,FALSE
G47,8.776386135192174,cancer,S55,FALSE
G17,7.490927936385619,cancer,S55,FALSE
G19,8.538727730914447,cancer,S55,TRUE
G57,9.084299041544512,cancer,S55,FALSE
G60,8.354790126531139,cancer,S55,FALSE
G26,8.453363079333661,cancer,S55,FALSE
G27,7.418157052760186,cancer,S55,FALSE
G91,7.354460647487152,cancer,S55,FALSE
G3,7.179601355729599,cancer,S55,FALSE
G75,7.0756273880709974,cancer,S55,FALSE
G45,7.5696375675226655,cancer,S55,FALSE
G104,7.624486957356193,cancer,S55,FALSE
G10,8.523042729504832,cancer,S55,FALSE
G83,7.864622606295175,cancer,S55,FALSE
G74,7.156607112025243,cancer,S55,FALSE
G53,9.05078193281044,cancer,S55,FALSE
G100,6.918714257600518,cancer,S55,FALSE
G54,8.448474942696672,cancer,S55,FALSE
G99,7.624023938065559,cancer,S55,FALSE
G55,8.444564749928494,cancer,S55,FALSE
G59,6.9022010623464585,cancer,S55,FALSE
G86,8.164141336294865,cancer,S55,FALSE
G1,9.3854096612675,cancer,S55,FALSE
G52,7.894532283609708,cancer,S55,FALSE
G12,8.616123918122597,cancer,S55,FALSE
G105,7.056538509099863,cancer,S55,FALSE
G73,8.444510070925029,cancer,S55,FALSE
G29,10.369011762030972,cancer,S55,FALSE
G76,8.40027622928414,cancer,S55,FALSE
G85,7.867871153855691,cancer,S55,FALSE
G21,7.7798999182829505,cancer,S55,FALSE
G23,12.120599650149856,cancer,S55,TRUE
G13,6.737143623320234,cancer,S55,FALSE
G4,8.64496322935355,cancer,S55,FALSE
G90,13.947015357512964,cancer,S55,TRUE
G82,8.152307563876137,cancer,S55,FALSE
G30,6.166998919328401,healthy,S18,TRUE
G40,8.221631406475776,healthy,S18,FALSE
G71,9.159415387988371,healthy,S18,TRUE
G28,9.5264265368134,healthy,S18,FALSE
G108,8.444867890248002,healthy,S18,FALSE
G97,8.125418260360203,healthy,S18,FALSE
G5,9.061839998805262,healthy,S18,FALSE
G66,8.477190174975402,healthy,S18,FALSE
G88,6.845935816275779,healthy,S18,FALSE
G6,7.7790580994593475,healthy,S18,FALSE
G107,7.933269987466834,healthy,S18,FALSE
G61,7.078297898607539,healthy,S18,FALSE
G80,6.711033290998767,healthy,S18,FALSE
G14,7.225338009872898,healthy,S18,FALSE
G63,7.769118569267674,healthy,S18,FALSE
G43,7.840495379633082,healthy,S18,TRUE
G41,6.7888698300662025,healthy,S18,FALSE
G72,7.992454674958,healthy,S18,FALSE
G39,7.592085003694602,healthy,S18,FALSE
G37,9.23208315561464,healthy,S18,FALSE
G93,8.27589600370787,healthy,S18,FALSE
G33,6.9379832803107675,healthy,S18,FALSE
G18,8.090730605681392,healthy,S18,FALSE
G114,7.906550161349098,healthy,S18,FALSE
G103,7.519388455678143,healthy,S18,FALSE
G48,6.710968591568779,healthy,S18,FALSE
G110,7.615715494578057,healthy,S18,TRUE
G38,6.732888102944433,healthy,S18,FALSE
G68,8.06136523324844,healthy,S18,TRUE
G11,9.053453665503746,healthy,S18,FALSE
G84,7.401672213743081,healthy,S18,FALSE
G106,8.278114127545248,healthy,S18,FALSE
G78,9.007473693855419,healthy,S18,FALSE
G16,9.271054717998119,healthy,S18,TRUE
G102,9.493140286018999,healthy,S18,FALSE
G65,7.722601096293044,healthy,S18,FALSE
G46,7.7711290229472025,healthy,S18,FALSE
G94,6.472746835733819,healthy,S18,FALSE
G69,7.779797382190615,healthy,S18,FALSE
G116,8.516292252698408,healthy,S18,FALSE
G67,6.468020647661143,healthy,S18,FALSE
G87,7.4914845270291535,healthy,S18,FALSE
G89,8.036850750955967,healthy,S18,FALSE
G42,8.350890342438115,healthy,S18,FALSE
G49,7.472347842640434,healthy,S18,FALSE
G34,7.887840463006074,healthy,S18,FALSE
G50,8.85792178062194,healthy,S18,FALSE
G8,9.456399547541,healthy,S18,FALSE
G79,7.221052785024166,healthy,S18,TRUE
G112,9.149418522943458,healthy,S18,TRUE
G109,8.720576777106302,healthy,S18,TRUE
G92,7.805301116019042,healthy,S18,FALSE
G58,8.713306588124896,healthy,S18,FALSE
G7,7.2604447228784315,healthy,S18,TRUE
G101,6.106538084034419,healthy,S18,FALSE
G77,8.615840490281226,healthy,S18,FALSE
G31,8.887734147412424,healthy,S18,FALSE
G9,7.734827640699833,healthy,S18,FALSE
G64,8.435700236707376,healthy,S18,FALSE
G35,6.379546139133428,healthy,S18,FALSE
G98,7.397636886429929,healthy,S18,FALSE
G113,7.782514365827414,healthy,S18,FALSE
G22,8.23634354221504,healthy,S18,FALSE
G25,7.534016497752971,healthy,S18,FALSE
G2,8.203681528280747,healthy,S18,FALSE
G32,6.238628860338259,healthy,S18,FALSE
G81,7.261279139099566,healthy,S18,FALSE
G15,8.239407280570362,healthy,S18,FALSE
G51,8.032566543484993,healthy,S18,FALSE
G44,8.859769843317013,healthy,S18,FALSE
G20,8.548086903686748,healthy,S18,FALSE
G95,9.155428715378727,healthy,S18,FALSE
G111,7.054880600855487,healthy,S18,TRUE
G62,8.71026540474498,healthy,S18,FALSE
G70,8.064317422719244,healthy,S18,FALSE
G24,8.199380464664152,healthy,S18,FALSE
G96,7.23726064538331,healthy,S18,FALSE
G56,8.26232864599585,healthy,S18,FALSE
G115,8.066446980813094,healthy,S18,FALSE
G36,6.725466761260433,healthy,S18,FALSE
G47,9.122267848632516,healthy,S18,FALSE
G17,7.765242002877682,healthy,S18,FALSE
G19,9.133136283738509,healthy,S18,TRUE
G57,6.695594573874304,healthy,S18,FALSE
G60,6.148601991587752,healthy,S18,FALSE
G26,8.710992690460829,healthy,S18,FALSE
G27,9.645936090160836,healthy,S18,FALSE
G91,8.133041653454105,healthy,S18,FALSE
G3,7.580743721259342,healthy,S18,FALSE
G75,8.39139787798172,healthy,S18,FALSE
G45,7.393237968020594,healthy,S18,FALSE
G104,8.346599293708113,healthy,S18,FALSE
G10,6.568011637335913,healthy,S18,FALSE
G83,7.850392763769223,healthy,S18,FALSE
G74,7.70924629774449,healthy,S18,FALSE
G53,6.909989174238328,healthy,S18,FALSE
G100,6.770551008558332,healthy,S18,FALSE
G54,8.405253851837331,healthy,S18,FALSE
G99,7.6081557703245855,healthy,S18,FALSE
G55,7.74304448502459,healthy,S18,FALSE
G59,7.415890808327663,healthy,S18,FALSE
G86,8.268197394448858,healthy,S18,FALSE
G1,7.536518770006066,healthy,S18,FALSE
G52,9.707349453789735,healthy,S18,FALSE
G12,8.049136333882645,healthy,S18,FALSE
G105,7.6505737113660786,healthy,S18,FALSE
G73,8.710849496862746,healthy,S18,FALSE
G29,8.24956574910932,healthy,S18,FALSE
G76,7.544928686961655,healthy,S18,FALSE
G85,7.864024814269472,healthy,S18,FALSE
G21,7.8993094599409,healthy,S18,FALSE
G23,7.582973356324771,healthy,S18,TRUE
G13,8.11804762146743,healthy,S18,FALSE
G4,6.546998470154118,healthy,S18,FALSE
G90,7.509096186861744,healthy,S18,TRUE
G82,9.326893713274874,healthy,S18,FALSE
G30,11.143379036381097,cancer,S36,TRUE
G40,7.165543216134968,cancer,S36,FALSE
G71,10.16363171001384,cancer,S36,TRUE
G28,8.586964506935578,cancer,S36,FALSE
G108,7.678393875037703,cancer,S36,FALSE
G97,6.458976605885363,cancer,S36,FALSE
G5,9.244723565207458,cancer,S36,FALSE
G66,8.08532609989344,cancer,S36,FALSE
G88,7.9727971969231914,cancer,S36,FALSE
G6,8.459977816327312,cancer,S36,FALSE
G107,7.845191336946541,cancer,S36,FALSE
G61,7.60997226782923,cancer,S36,FALSE
G80,8.98821848496109,cancer,S36,FALSE
G14,8.168088286787759,cancer,S36,FALSE
G63,5.919605965328663,cancer,S36,FALSE
G43,8.35163645011773,cancer,S36,TRUE
G41,7.4055074027054815,cancer,S36,FALSE
G72,8.117337083079464,cancer,S36,FALSE
G39,8.496516218433188,cancer,S36,FALSE
G37,9.06507522515239,cancer,S36,FALSE
G93,8.113246956799225,cancer,S36,FALSE
G33,9.567274390880392,cancer,S36,FALSE
G18,8.512135756442714,cancer,S36,FALSE
G114,6.031331463432075,cancer,S36,FALSE
G103,6.559732124170963,cancer,S36,FALSE
G48,7.894326043738067,cancer,S36,FALSE
G110,7.662934419693431,cancer,S36,TRUE
G38,8.185925072015845,cancer,S36,FALSE
G68,11.43971387217641,cancer,S36,TRUE
G11,7.937886513650944,cancer,S36,FALSE
G84,8.079510426409774,cancer,S36,FALSE
G106,8.123379278580428,cancer,S36,FALSE
G78,7.10618622192061,cancer,S36,FALSE
G16,8.866699349393521,cancer,S36,TRUE
G102,7.330611110580275,cancer,S36,FALSE
G65,6.601449988026786,cancer,S36,FALSE
G46,7.989664563972576,cancer,S36,FALSE
G94,7.825082704427161,cancer,S36,FALSE
G69,8.135555182212832,cancer,S36,FALSE
G116,8.178449691105172,cancer,S36,FALSE
G67,8.143570968339615,cancer,S36,FALSE
G87,7.506621603973781,cancer,S36,FALSE
G89,7.429561350700893,cancer,S36,FALSE
G42,6.498705912132288,cancer,S36,FALSE
G49,8.87287578635649,cancer,S36,FALSE
G34,7.21280909850493,cancer,S36,FALSE
G50,7.743207359903511,cancer,S36,FALSE
G8,7.698806357863711,cancer,S36,FALSE
G79,12.300469265632692,cancer,S36,TRUE
G112,9.426454890087475,cancer,S36,TRUE
G109,9.752280577851517,cancer,S36,TRUE
G92,6.73565304856274,cancer,S36,FALSE
G58,10.381079565111328,cancer,S36,FALSE
G7,10.164522755414241,cancer,S36,TRUE
G101,10.909990109302452,cancer,S36,FALSE
G77,6.097593845504503,cancer,S36,FALSE
G31,9.05906698548216,cancer,S36,FALSE
G9,8.417862918615048,cancer,S36,FALSE
G64,7.720096945053752,cancer,S36,FALSE
G35,8.579844049878972,cancer,S36,FALSE
G98,7.541697387631279,cancer,S36,FALSE
G113,5.828281981090726,cancer,S36,FALSE
G22,7.2469138920064,cancer,S36,FALSE
G25,8.269697990111219,cancer,S36,FALSE
G2,7.12095894012713,cancer,S36,FALSE
G32,7.173208562079651,cancer,S36,FALSE
G81,8.534484553947724,cancer,S36,FALSE
G15,10.051389842194876,cancer,S36,FALSE
G51,8.586024349996016,cancer,S36,FALSE
G44,6.646903702390375,cancer,S36,FALSE
G20,7.776506764654864,cancer,S36,FALSE
G95,7.684225654516478,cancer,S36,FALSE
G111,10.001341839489502,cancer,S36,TRUE
G62,8.359691207746359,cancer,S36,FALSE
G70,7.9138602939331415,cancer,S36,FALSE
G24,8.653176600434543,cancer,S36,FALSE
G96,4.844594364753869,cancer,S36,FALSE
G56,7.856905940758542,cancer,S36,FALSE
G115,9.0342304282601,cancer,S36,FALSE
G36,5.794916024656111,cancer,S36,FALSE
G47,8.538748726659637,cancer,S36,FALSE
G17,7.772395946320698,cancer,S36,FALSE
G19,9.141237048256418,cancer,S36,TRUE
G57,7.384559728961522,cancer,S36,FALSE
G60,7.119660275498682,cancer,S36,FALSE
G26,8.947881756197582,cancer,S36,FALSE
G27,9.715911851852795,cancer,S36,FALSE
G91,7.1890922151396435,cancer,S36,FALSE
G3,9.309877871442254,cancer,S36,FALSE
G75,8.25439604105379,cancer,S36,FALSE
G45,8.294668734374604,cancer,S36,FALSE
G104,9.155799575449313,cancer,S36,FALSE
G10,8.14211468434381,cancer,S36,FALSE
G83,7.317788003161513,cancer,S36,FALSE
G74,8.704128076882036,cancer,S36,FALSE
G53,8.704076804220804,cancer,S36,FALSE
G100,7.664433590706864,cancer,S36,FALSE
G54,8.59655808514948,cancer,S36,FALSE
G99,6.881423402487248,cancer,S36,FALSE
G55,8.759125324376628,cancer,S36,FALSE
G59,7.708762713247301,cancer,S36,FALSE
G86,8.367886145273138,cancer,S36,FALSE
G1,7.224308683153973,cancer,S36,FALSE
G52,8.06242677172212,cancer,S36,FALSE
G12,7.327447820028222,cancer,S36,FALSE
G105,7.885519773455167,cancer,S36,FALSE
G73,8.383909537732904,cancer,S36,FALSE
G29,7.757211646344804,cancer,S36,FALSE
G76,8.160109636104046,cancer,S36,FALSE
G85,6.474600283637231,cancer,S36,FALSE
G21,9.639338558877089,cancer,S36,FALSE
G23,12.028490278415259,cancer,S36,TRUE
G13,6.767455137693528,cancer,S36,FALSE
G4,7.80234121674078,cancer,S36,FALSE
G90,12.814504220897398,cancer,S36,TRUE
G82,8.002637897154104,cancer,S36,FALSE
G30,7.869527750104974,healthy,S54,TRUE
G40,7.869125323811955,healthy,S54,FALSE
G71,6.854810732651566,healthy,S54,TRUE
G28,8.341481105580801,healthy,S54,FALSE
G108,9.38959272918364,healthy,S54,FALSE
G97,8.379482837440113,healthy,S54,FALSE
G5,6.635258465183515,healthy,S54,FALSE
G66,7.924995194989376,healthy,S54,FALSE
G88,8.92656072494069,healthy,S54,FALSE
G6,9.220297830883302,healthy,S54,FALSE
G107,8.460524469980605,healthy,S54,FALSE
G61,7.682424931104775,healthy,S54,FALSE
G80,5.822304557720152,healthy,S54,FALSE
G14,5.933689491399592,healthy,S54,FALSE
G63,7.61692802979778,healthy,S54,FALSE
G43,8.077516725526419,healthy,S54,TRUE
G41,9.936657227846275,healthy,S54,FALSE
G72,6.4907779286221405,healthy,S54,FALSE
G39,7.456749575300921,healthy,S54,FALSE
G37,8.944508005447734,healthy,S54,FALSE
G93,8.654967217118761,healthy,S54,FALSE
G33,8.448746581993014,healthy,S54,FALSE
G18,7.393652247047594,healthy,S54,FALSE
G114,9.3807934294246,healthy,S54,FALSE
G103,7.723066446980785,healthy,S54,FALSE
G48,7.804878518012563,healthy,S54,FALSE
G110,8.068015679843002,healthy,S54,TRUE
G38,9.058279407193947,healthy,S54,FALSE
G68,7.822138865287703,healthy,S54,TRUE
G11,8.303214589480522,healthy,S54,FALSE
G84,7.746130478806579,healthy,S54,FALSE
G106,6.960875235509465,healthy,S54,FALSE
G78,8.358040974051864,healthy,S54,FALSE
G16,8.418463289144421,healthy,S54,TRUE
G102,8.742884213007061,healthy,S54,FALSE
G65,6.1552077180190645,healthy,S54,FALSE
G46,7.295922214486218,healthy,S54,FALSE
G94,8.593982533606068,healthy,S54,FALSE
G69,6.8444599829183,healthy,S54,FALSE
G116,8.106961707095367,healthy,S54,FALSE
G67,9.029317149842168,healthy,S54,FALSE
G87,7.210751177144891,healthy,S54,FALSE
G89,8.042299530196342,healthy,S54,FALSE
G42,7.615475889550301,healthy,S54,FALSE
G49,8.066856006924587,healthy,S54,FALSE
G34,6.952138013974249,healthy,S54,FALSE
G50,8.631874506040003,healthy,S54,FALSE
G8,7.6430331341492845,healthy,S54,FALSE
G79,8.190855426047596,healthy,S54,TRUE
